customer_id,email,country,created_at,is_email_valid
84,user84@example.com,CZ,2024-03-25 22:31:00,True
85,user85@example.com,UA,2024-01-25 09:13:00,True
86,user86@example.com,US,2024-03-15 23:34:00,True
87,user87@example.com,US,2024-02-10 01:03:00,True
88,user88@example.com,SE,2024-03-02 16:58:00,True
89,user89@example.com,CZ,2024-01-21 01:32:00,True
90,user90@example.com,DE,2024-01-24 02:38:00,True
91,user91@example.com,DE,2024-03-27 07:25:00,True
92,user92@example.com,DE,2024-03-13 07:37:00,True
93,user93@example.com,SE,2024-01-06 19:05:00,True
94,user94@example.com,ES,2024-03-25 18:36:00,True
95,user95@example.com,CZ,2024-02-10 08:13:00,True
96,user96@example.com,IT,2024-01-31 08:25:00,True
97,user97@example.com,UA,2024-03-26 20:19:00,True
98,user98@example.com,NL,2024-02-10 02:00:00,True
99,user99@example.com,NL,2024-03-20 18:06:00,True
100,user100@example.com,DE,2024-03-09 06:32:00,True
101,user101@example.com,FR,2024-01-17 11:56:00,True
102,user102@example.com,DE,2024-02-01 11:18:00,True
103,user103@example.com,UA,2024-02-26 17:45:00,True
104,user104@example.com,FR,2024-03-19 20:33:00,True
105,user105@example.com,US,2024-03-26 17:19:00,True
106,user106@example.com,DE,2024-01-18 08:07:00,True
107,user107@example.com,DE,2024-03-11 04:17:00,True
108,user108@example.com,FR,2024-03-18 06:45:00,True
109,user109@example.com,IT,2024-01-27 21:40:00,True
110,user110@example.com,FR,2024-03-05 15:16:00,True
111,user111@example.com,US,2024-01-12 20:27:00,True
112,user112@example.com,FR,2024-01-06 00:21:00,True
113,user113@example.com,UA,2024-03-22 08:10:00,True
114,user114@example.com,NL,2024-03-11 22:27:00,True
115,user115@example.com,CZ,2024-01-02 03:04:00,True
116,user116@example.com,UA,2024-03-10 01:53:00,True
117,user117@example.com,IT,2024-03-15 17:09:00,True
118,user118@example.com,ES,2024-01-17 01:19:00,True
119,user119@example.com,IT,2024-01-06 11:13:00,True
120,user120@example.com,PL,2024-03-26 03:22:00,True
121,user121@example.com,CZ,2024-02-22 19:47:00,True
122,user122@example.com,UA,2024-01-31 05:51:00,True
123,user123@example.com,UA,2024-02-22 00:11:00,True
124,user124@example.com,IT,2024-02-22 21:55:00,True
125,user125@example.com,PL,2024-02-04 05:50:00,True
126,user126@example.com,DE,2024-02-18 01:54:00,True
127,user127@example.com,NL,2024-01-29 06:52:00,True
128,user128@example.com,NL,2024-02-14 09:52:00,True
129,user129@example.com,PL,2024-01-29 00:42:00,True
130,user130@example.com,PL,2024-02-21 10:17:00,True
131,user131@example.com,DE,2024-02-05 11:41:00,True
132,user132@example.com,CZ,2024-02-21 21:53:00,True
133,user133@example.com,CZ,2024-02-12 00:07:00,True
134,user134@example.com,FR,2024-01-23 18:16:00,True
135,user135@example.com,US,2024-01-14 19:27:00,True
136,user136@example.com,IT,2024-02-10 13:38:00,True
137,user137@example.com,CZ,2024-01-15 12:57:00,True
138,user138@example.com,SE,2024-01-25 08:02:00,True
139,user139@example.com,ES,2024-01-01 16:59:00,True
140,user140@example.com,CZ,2024-03-28 23:47:00,True
141,user141@example.com,PL,2024-02-16 13:04:00,True
142,user142@example.com,IT,2024-03-20 10:42:00,True
143,user143@example.com,DE,2024-02-08 16:19:00,True
144,user144@example.com,ES,2024-02-11 12:44:00,True
145,user145@example.com,FR,2024-03-11 04:12:00,True
146,user146@example.com,ES,2024-03-26 12:43:00,True
147,user147@example.com,UA,2024-03-19 18:19:00,True
148,user148@example.com,ES,2024-03-11 00:19:00,True
149,user149@example.com,FR,2024-01-27 13:50:00,True
150,user150@example.com,SE,2024-03-18 20:20:00,True
151,user151@example.com,NL,2024-02-26 14:43:00,True
152,user152@example.com,PL,2024-03-06 15:50:00,True
153,user153@example.com,UA,2024-03-25 02:18:00,True
154,user154@example.com,CZ,2024-03-25 20:39:00,True
155,user155@example.com,IT,2024-01-12 07:43:00,True
156,user156@example.com,FR,2024-01-29 06:09:00,True
157,user157@example.com,US,2024-01-06 07:30:00,True
158,user158@example.com,SE,2024-01-10 14:26:00,True
159,user159@example.com,SE,2024-01-25 22:44:00,True
160,user160@example.com,ES,2024-03-04 12:15:00,True
161,user161@example.com,UA,2024-03-24 22:00:00,True
162,user162@example.com,DE,2024-02-24 07:11:00,True
163,user163@example.com,CZ,2024-02-29 01:35:00,True
164,user164@example.com,PL,2024-01-16 14:08:00,True
165,user165@example.com,NL,2024-03-26 16:35:00,True
166,user166@example.com,SE,2024-02-10 14:39:00,True
167,user167@example.com,CZ,2024-02-24 17:28:00,True
168,user168@example.com,UA,2024-03-01 14:16:00,True
169,user169@example.com,PL,2024-03-22 08:49:00,True
170,user170@example.com,CZ,2024-03-03 20:15:00,True
171,user171@example.com,FR,2024-02-26 02:45:00,True
172,user172@example.com,FR,2024-01-31 08:21:00,True
173,user173@example.com,IT,2024-03-10 02:08:00,True
174,user174@example.com,UA,2024-01-30 12:44:00,True
175,user175@example.com,UA,2024-03-31 06:04:00,True
176,user176@example.com,ES,2024-02-22 10:34:00,True
177,user177@example.com,NL,2024-02-23 01:13:00,True
178,user178@example.com,ES,2024-02-19 18:44:00,True
179,user179@example.com,US,2024-03-14 12:30:00,True
180,user180@example.com,US,2024-02-15 09:48:00,True
181,user181@example.com,ES,2024-02-23 17:47:00,True
182,user182@example.com,CZ,2024-03-18 07:31:00,True
183,user183@example.com,PL,2024-02-04 13:31:00,True
184,user184@example.com,US,2024-02-19 10:42:00,True
185,user185@example.com,ES,2024-01-22 14:58:00,True
186,user186@example.com,UA,2024-03-20 17:01:00,True
187,user187@example.com,ES,2024-03-16 18:42:00,True
188,user188@example.com,US,2024-01-11 20:27:00,True
189,user189@example.com,UA,2024-02-29 05:03:00,True
190,user190@example.com,FR,2024-02-18 10:13:00,True
191,user191@example.com,NL,2024-02-11 10:48:00,True
192,user192@example.com,ES,2024-02-05 13:16:00,True
193,user193@example.com,DE,2024-03-01 00:47:00,True
194,user194@example.com,CZ,2024-01-07 11:14:00,True
195,user195@example.com,DE,2024-03-24 01:48:00,True
196,user196@example.com,US,2024-02-01 06:53:00,True
197,user197@example.com,US,2024-03-20 04:15:00,True
198,user198@example.com,UA,2024-03-01 21:07:00,True
199,user199@example.com,SE,2024-01-28 14:44:00,True
200,user200@example.com,FR,2024-02-17 05:38:00,True
201,user201@example.com,SE,2024-01-15 05:19:00,True
202,user202@example.com,DE,2024-03-15 00:59:00,True
203,user203@example.com,FR,2024-03-14 21:58:00,True
204,user204@example.com,ES,2024-02-20 22:12:00,True
205,user205@example.com,DE,2024-03-16 22:53:00,True
206,user206@example.com,PL,2024-01-14 22:49:00,True
207,user207@example.com,FR,2024-03-28 19:51:00,True
208,user208@example.com,DE,2024-03-13 01:22:00,True
209,user209@example.com,CZ,2024-02-24 21:23:00,True
210,user210@example.com,DE,2024-03-05 20:21:00,True
211,user211@example.com,US,2024-02-23 15:06:00,True
212,user212@example.com,ES,2024-02-16 20:57:00,True
213,user213@example.com,NL,2024-03-31 04:27:00,True
214,user214@example.com,UA,2024-03-07 20:17:00,True
215,user215@example.com,SE,2024-03-09 15:29:00,True
216,user216@example.com,ES,2024-03-16 08:20:00,True
217,user217@example.com,PL,2024-01-12 08:56:00,True
218,user218@example.com,NL,2024-02-01 14:36:00,True
219,user219@example.com,SE,2024-03-26 12:21:00,True
220,user220@example.com,US,2024-03-04 10:11:00,True
221,user221@example.com,NL,2024-01-28 11:51:00,True
222,user222@example.com,FR,2024-02-13 08:56:00,True
223,user223@example.com,SE,2024-03-30 08:35:00,True
224,user224@example.com,US,2024-03-07 06:05:00,True
225,user225@example.com,PL,2024-02-22 15:35:00,True
226,user226@example.com,PL,2024-03-29 15:41:00,True
227,user227@example.com,NL,2024-02-27 00:05:00,True
228,user228@example.com,FR,2024-01-29 12:44:00,True
229,user229@example.com,PL,2024-02-09 21:37:00,True
230,user230@example.com,IT,2024-03-01 17:33:00,True
231,user231@example.com,IT,2024-02-24 23:35:00,True
232,user232@example.com,IT,2024-02-15 22:29:00,True
233,user233@example.com,FR,2024-02-09 08:14:00,True
234,user234@example.com,DE,2024-01-25 10:07:00,True
235,user235@example.com,CZ,2024-03-29 05:12:00,True
236,user236@example.com,PL,2024-03-02 08:46:00,True
237,user237@example.com,SE,2024-03-08 19:18:00,True
238,user238@example.com,DE,2024-01-25 09:14:00,True
239,user239@example.com,IT,2024-01-23 09:00:00,True
240,user240@example.com,CZ,2024-01-17 08:02:00,True
241,user241@example.com,US,2024-03-11 09:44:00,True
242,user242@example.com,UA,2024-03-22 15:06:00,True
243,user243@example.com,US,2024-03-14 09:30:00,True
244,user244@example.com,NL,2024-02-26 10:11:00,True
245,user245@example.com,US,2024-02-02 15:07:00,True
246,user246@example.com,DE,2024-02-21 15:04:00,True
247,user247@example.com,SE,2024-03-21 21:03:00,True
248,user248@example.com,UA,2024-01-20 18:19:00,True
249,user249@example.com,DE,2024-02-01 03:35:00,True
250,user250@example.com,ES,2024-03-18 19:50:00,True
251,user251@example.com,SE,2024-01-29 16:24:00,True
252,user252@example.com,NL,2024-02-26 09:55:00,True
253,user253@example.com,SE,2024-02-24 09:36:00,True
254,user254@example.com,SE,2024-01-08 19:47:00,True
255,user255@example.com,DE,2024-01-27 20:13:00,True
256,user256@example.com,FR,2024-03-25 02:10:00,True
257,user257@example.com,PL,2024-01-23 17:04:00,True
258,user258@example.com,UA,2024-01-01 13:28:00,True
259,user259@example.com,SE,2024-03-01 09:02:00,True
260,user260@example.com,PL,2024-02-06 22:18:00,True
261,user261@example.com,NL,2024-01-10 21:14:00,True
262,user262@example.com,FR,2024-03-21 18:42:00,True
263,user263@example.com,PL,2024-02-24 03:34:00,True
264,user264@example.com,PL,2024-03-23 04:58:00,True
265,user265@example.com,FR,2024-01-19 02:03:00,True
266,user266@example.com,UA,2024-02-09 19:47:00,True
267,user267@example.com,SE,2024-02-06 14:07:00,True
268,user268@example.com,NL,2024-03-29 09:44:00,True
269,user269@example.com,ES,2024-02-04 16:34:00,True
270,user270@example.com,NL,2024-02-26 02:38:00,True
271,user271@example.com,US,2024-02-25 23:20:00,True
272,user272@example.com,SE,2024-02-02 00:05:00,True
273,user273@example.com,PL,2024-03-27 18:37:00,True
274,user274@example.com,US,2024-03-27 08:36:00,True
275,user275@example.com,US,2024-01-23 15:33:00,True
276,user276@example.com,NL,2024-02-05 05:37:00,True
277,user277@example.com,ES,2024-03-22 15:05:00,True
278,user278@example.com,NL,2024-02-14 13:21:00,True
279,user279@example.com,IT,2024-03-26 03:54:00,True
280,user280@example.com,UA,2024-02-12 13:44:00,True
281,user281@example.com,NL,2024-02-06 21:25:00,True
282,user282@example.com,CZ,2024-01-05 14:05:00,True
283,user283@example.com,IT,2024-02-02 10:07:00,True
284,user284@example.com,ES,2024-03-06 00:42:00,True
285,user285@example.com,CZ,2024-02-29 13:03:00,True
286,user286@example.com,PL,2024-03-07 11:39:00,True
287,user287@example.com,NL,2024-03-21 14:48:00,True
288,user288@example.com,US,2024-01-27 08:35:00,True
289,user289@example.com,UA,2024-02-06 14:56:00,True
290,user290@example.com,NL,2024-01-16 00:40:00,True
291,user291@example.com,SE,2024-01-31 22:10:00,True
292,user292@example.com,FR,2024-03-11 00:35:00,True
293,user293@example.com,ES,2024-01-12 07:53:00,True
294,user294@example.com,DE,2024-02-29 03:41:00,True
295,user295@example.com,UA,2024-03-04 22:18:00,True
296,user296@example.com,CZ,2024-03-31 08:26:00,True
297,user297@example.com,NL,2024-03-01 07:29:00,True
298,user298@example.com,CZ,2024-01-19 12:12:00,True
299,user299@example.com,SE,2024-03-06 23:56:00,True
300,user300@example.com,UA,2024-01-09 08:49:00,True
301,user301@example.com,ES,2024-02-13 16:17:00,True
302,user302@example.com,US,2024-02-06 23:19:00,True
303,user303@example.com,SE,2024-03-15 21:31:00,True
304,user304@example.com,UA,2024-02-27 17:30:00,True
305,user305@example.com,IT,2024-02-12 17:48:00,True
306,user306@example.com,CZ,2024-02-18 14:59:00,True
307,user307@example.com,IT,2024-01-25 22:15:00,True
308,user308@example.com,SE,2024-02-19 07:54:00,True
309,user309@example.com,ES,2024-01-06 10:47:00,True
310,user310@example.com,NL,2024-03-31 12:24:00,True
311,user311@example.com,UA,2024-03-04 01:08:00,True
312,user312@example.com,CZ,2024-03-16 10:55:00,True
313,user313@example.com,DE,2024-02-26 03:33:00,True
314,user314@example.com,NL,2024-01-02 23:09:00,True
315,user315@example.com,ES,2024-03-24 04:04:00,True
316,user316@example.com,NL,2024-02-03 10:39:00,True
317,user317@example.com,ES,2024-03-24 02:54:00,True
318,user318@example.com,IT,2024-03-27 17:24:00,True
319,user319@example.com,IT,2024-03-21 22:56:00,True
320,user320@example.com,NL,2024-03-10 01:39:00,True
321,user321@example.com,DE,2024-01-31 20:43:00,True
322,user322@example.com,FR,2024-01-30 23:05:00,True
323,user323@example.com,ES,2024-01-13 20:45:00,True
324,user324@example.com,DE,2024-02-26 05:44:00,True
325,user325@example.com,FR,2024-01-04 01:20:00,True
326,user326@example.com,US,2024-02-07 11:23:00,True
327,user327@example.com,ES,2024-01-19 07:33:00,True
328,user328@example.com,ES,2024-03-13 21:50:00,True
329,user329@example.com,UA,2024-01-22 05:05:00,True
330,user330@example.com,SE,2024-02-18 19:43:00,True
331,user331@example.com,PL,2024-03-04 18:09:00,True
332,user332@example.com,PL,2024-02-29 20:16:00,True
333,user333@example.com,NL,2024-02-02 21:00:00,True
334,user334@example.com,NL,2024-02-06 21:34:00,True
335,user335@example.com,UA,2024-01-10 14:22:00,True
336,user336@example.com,SE,2024-02-08 20:27:00,True
337,user337@example.com,FR,2024-02-28 09:12:00,True
338,user338@example.com,ES,2024-03-02 03:15:00,True
339,user339@example.com,ES,2024-03-14 11:36:00,True
340,user340@example.com,FR,2024-03-30 09:01:00,True
341,user341@example.com,ES,2024-02-05 00:36:00,True
342,user342@example.com,US,2024-03-18 23:31:00,True
343,user343@example.com,FR,2024-01-30 19:51:00,True
344,user344@example.com,IT,2024-01-29 20:12:00,True
345,user345@example.com,SE,2024-02-02 21:48:00,True
346,user346@example.com,UA,2024-03-21 03:57:00,True
347,user347@example.com,US,2024-02-09 14:02:00,True
348,user348@example.com,SE,2024-02-16 23:08:00,True
349,user349@example.com,DE,2024-02-07 10:47:00,True
350,user350@example.com,ES,2024-01-23 06:08:00,True
351,,US,2024-01-11 14:00:00,False
352,,FR,2024-01-12 09:00:00,False
353,user353@example.com,IT,,True
